Aid for abetting? Trump’s Ukraine call,"President Donald Trump’s critics say a telephone call with his Ukrainian counterpart would reveal his most egregious offence yet. But it’s hard to say what would tip lawmakers into pursuing impeachment. Thomas Cook, the world’s oldest travel agency has folded—but that’s not to say package holidays are passé. And, what the reviews of a propaganda film reveal about China’s international infrastructure efforts.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 24 Sep 2019 09:58:49 GMT","['https://play.acast.com/s/theintelligencepodcast/aidforabetting-trump-sukrainecall', 'https://media.acast.com/theintelligencepodcast/aidforabetting-trump-sukrainecall/media.mp3']"
Madurable: impasse in Venezuela,"International sanctions have crimped the regime, and the country’s people. Yet President Nicolás Maduro is still in charge. The only way out is for him to share power, not relinquish it. The “internet of things” will eventually comprise perhaps a trillion connected devices—each a tempting target for hackers. And, how cities came to be, and why they’ve been such a draw through the millennia.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 23 Sep 2019 09:41:38 GMT","['https://play.acast.com/s/theintelligencepodcast/madurable-impasseinvenezuela', 'https://media.acast.com/theintelligencepodcast/madurable-impasseinvenezuela/media.mp3']"
"To all, concern: a climate-change special","As the Global Climate Strike gets under way, we look at all matters climatic. History shows that fervent debate—and self-interested misinformation—go back to the mid-20th century. Uncertainties in scientists’ climate models are swamped by uncertainties about what people will do. And, plenty of people are already adapting to climate change, but that presents its own risks. Finally, climate-minded artists add their voices to the debates.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 20 Sep 2019 09:57:07 GMT","['https://play.acast.com/s/theintelligencepodcast/toall-concern-aclimate-changespecial', 'https://media.acast.com/theintelligencepodcast/toall-concern-aclimate-changespecial/media.mp3']"
"I can do that, Dave: AI and warfare","Artificial intelligence is making its way into every aspect of life, including military conflict. We look at the thorny legal and ethical issues that the newest arms race raises. Three executives from Fukushima’s melted-down nuclear-power plant were cleared of negligence today, but the disaster’s aftermath is far from over. And, what a swish new Chinese restaurant in Havana says about China-Cuba relations.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 19 Sep 2019 10:00:38 GMT","['https://play.acast.com/s/theintelligencepodcast/icandothat-dave-aiandwarfare', 'https://media.acast.com/theintelligencepodcast/icandothat-dave-aiandwarfare/media.mp3']"
Ursa minor: Russia-China relations,"In the 20th century Russia was the more powerful partner. Take a look at the flows of money and influence today, though, and it’s clear the situation has reversed. Part-time work first took hold because it offered flexibility to women just entering the labour market—but it costs them both in terms of pay and prospects. And, a look at the burgeoning sports-betting market in Ethiopia.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 18 Sep 2019 09:46:01 GMT","['https://play.acast.com/s/theintelligencepodcast/ursaminor-russia-chinarelations', 'https://media.acast.com/theintelligencepodcast/ursaminor-russia-chinarelations/media.mp3']"
Always be my Bibi? Israel back at the polls,"The country has never had two elections in a year, and the second looks to be as close-run as the first. Could that at last spell the end of the Binyamin Netanyahu era? A mysterious illness linked to e-cigarettes has now killed seven Americans—but vaping is still less dangerous smoking. Also, we consider the lobster roll, and a wider truth it reveals about lunch economics.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 17 Sep 2019 10:05:48 GMT","['https://play.acast.com/s/theintelligencepodcast/alwaysbemybibi-israelbackatthepolls', 'https://media.acast.com/theintelligencepodcast/alwaysbemybibi-israelbackatthepolls/media.mp3']"
Pipe down: attacks on Saudi oil,"Strikes on the world’s largest refinery are bad news for the state oil firm ahead of a record-breaking stock listing—and worse news for the proxy war between Iran and America. Another coming listing is that of WeWork; we consider whether the office-rental firm can prove its critics wrong. And, how the Spanish Inquisition is affecting some Europhile British Jews.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 16 Sep 2019 10:06:38 GMT","['https://play.acast.com/s/theintelligencepodcast/pipedown-attacksonsaudioil', 'https://media.acast.com/theintelligencepodcast/pipedown-attacksonsaudioil/media.mp3']"
"To Viktor, more spoils: Hungary’s autocracy","He was once a liberal reformer, but now no institution is safe from Viktor Orban’s iron grip. His transformation into an autocrat is a troubling lesson about the decline of liberal democracies.&nbsp;Afghanistan’s drug trade has for decades mostly meant opium and heroin; thanks to a native bush, now methamphetamines are on the rise. And, a look at the resurgent musical genre called yacht rock. Additional audio: Soundsnap  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 13 Sep 2019 10:00:00 GMT","['https://play.acast.com/s/theintelligencepodcast/toviktor-morespoils-hungary-sautocracy', 'https://media.acast.com/theintelligencepodcast/toviktor-morespoils-hungary-sautocracy/media.mp3']"
Trust issues: Huawei’s radical plan,"The tech giant finds itself enmeshed in a broad battle between China and America. But Huawei’s boss has an idea that might extricate it: selling off its 5G crown jewels. The battle isn’t only in technology; the documentary “American Factory” examines what happens when a Chinese company comes to Ohio. And, the surprising ease of shutting down an airport using drones.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 12 Sep 2019 10:00:01 GMT","['https://play.acast.com/s/theintelligencepodcast/trustissues-huawei-sradicalplan', 'https://media.acast.com/theintelligencepodcast/trustissues-huawei-sradicalplan/media.mp3']"
Scapegoating: xenophobia in South Africa,"Migrants have become a convenient scapegoat for South Africans frustrated by a slumping economy and rampant unemployment—and for the politicians who might otherwise take the blame. We take a look at the ever-sharper divisions in America’s abortion debate. And, why the improbably complex business of getting cabs in Beirut is preferred over disrupters like Uber. Additional audio courtesy of Soweton  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 11 Sep 2019 09:45:02 GMT","['https://play.acast.com/s/theintelligencepodcast/scapegoating-xenophobiainsouthafrica', 'https://media.acast.com/theintelligencepodcast/scapegoating-xenophobiainsouthafrica/media.mp3']"
Things fall apart: Britain’s fading centre-right,"Parliament is suspended for weeks. The Conservative party has been hollowed out. The prime minister’s hopes for an election have been dashed, twice. What does all this portend for the Tory party? And a special election in a solidly Republican district in North Carolina may shed light on President Donald Trump’s re-election chances. Also, a look at the unsung human superpower of language.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 10 Sep 2019 09:59:17 GMT","['https://play.acast.com/s/theintelligencepodcast/thingsfallapart-britain-sfadingcentre-right', 'https://media.acast.com/theintelligencepodcast/thingsfallapart-britain-sfadingcentre-right/media.mp3']"
Tali-banned: Trump calls off Afghan peace talks,"President Trump has abruptly cancelled talks with the Taliban in Afghanistan, raising fears of renewed internal strife. Wales dabbles in nationalism, and it could follow the Scottish push for separatism. Finally, could a deal finally be on the horizon in the US-China trade war? Our correspondent searches for answers in the well-stuffed secrets of Chinese upholstery.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 09 Sep 2019 10:01:42 GMT","['https://play.acast.com/s/theintelligencepodcast/tali-banned-trumpcallsoffafghanpeacetalks', 'https://media.acast.com/theintelligencepodcast/tali-banned-trumpcallsoffafghanpeacetalks/media.mp3']"
Disunited Russia party? Moscow’s elections,"This weekend’s vote will fill some fairly inconsequential city positions. But how it plays out will indicate the strength of a rapidly broadening, national movement against the ruling United Russia party. China has long been repressing the Muslim-minority Uighurs; worryingly, it’s now starting to squeeze the Huis, more dispersed followers of Islam. And, a well-intentioned anti-knife-crime push in Britain draws ire after targeting fried-chicken shops.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 06 Sep 2019 09:59:12 GMT","['https://play.acast.com/s/theintelligencepodcast/disunitedrussiaparty-moscow-selections', 'https://media.acast.com/theintelligencepodcast/disunitedrussiaparty-moscow-selections/media.mp3']"
Age-old problem: reforming France,"President Emmanuel Macron embarks on a serious policy challenge today over pensions. Will his efforts at reform re-ignite the protests that have dogged his presidency? And, a look at the legacies of two opposing figures of environmentalism: David Koch, a billionaire industrialist who undermined the science of climate change, and Steve Sawyer, an activist who elevated Greenpeace to a formidable global movement.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 05 Sep 2019 10:00:41 GMT","['https://play.acast.com/s/theintelligencepodcast/age-oldproblem-reformingfrance-spensions', 'https://media.acast.com/theintelligencepodcast/age-oldproblem-reformingfrance-spensions/media.mp3']"
This is revolting: Britain’s parliament rebels,"Boris Johnson has lost his parliamentary majority. Conservative party rebels will now help push for a bill precluding a no-deal Brexit, making an early election look even more likely. Violence in Afghanistan continues, even as America’s negotiations with the Taliban wrap up; we ask where America’s longest war went wrong. And, unreadably long terms and conditions lead to more than consumer confusion—they break some basic economic principles.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 04 Sep 2019 10:01:11 GMT","['https://play.acast.com/s/theintelligencepodcast/thisisrevolting-britain-sparliamentrebels', 'https://media.acast.com/theintelligencepodcast/thisisrevolting-britain-sparliamentrebels/media.mp3']"
No safety in numbers: America’s immigration raids,"Workplace raids catch many undocumented migrants in one place. But they do nothing to tackle the criminal element that the Trump administration has so vilified. Many of the 2,000 Turkish citizens that fought alongside jihadists in Syria now want to return; the whole region is struggling with its expat extremists. And, a “culinary balance of trade” reveals which cuisine has most conquered the world’s menus.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 03 Sep 2019 09:52:28 GMT","['https://play.acast.com/s/theintelligencepodcast/nosafetyinnumbers-america-simmigrationraids', 'https://media.acast.com/theintelligencepodcast/nosafetyinnumbers-america-simmigrationraids/media.mp3']"
Until blue in the face: Hong Kong’s protests,"The territory’s authorities have used live rounds, pepper spray and water cannon with blue dye to mark participants in ever-growing protests. What else might they resort to? The Baltic states, worried about Russian expansionism, are countering the old-school spycraft of the Kremlin’s agents. And, drag acts sashay into the mainstream.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 02 Sep 2019 10:09:39 GMT","['https://play.acast.com/s/theintelligencepodcast/untilblueintheface-hongkong-sprotests', 'https://media.acast.com/theintelligencepodcast/untilblueintheface-hongkong-sprotests/media.mp3']"
Out to launch: American nuclear policy,"There is a push in America to subscribe to a “no first use” policy on nukes, in a bid to reduce risks and anxiety. But could that actually make things less stable? We tour through South Asia, where the annual monsoon is increasingly disrupted by climate change. How will the region cope? And, a look at Taylor Swift’s off-again, on-again “Love Story” with streaming services.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 30 Aug 2019 09:34:52 GMT","['https://play.acast.com/s/theintelligencepodcast/outtolaunch-americannuclearpolicy-a76d4b37', 'https://media.acast.com/theintelligencepodcast/outtolaunch-americannuclearpolicy-a76d4b37/media.mp3']"
"Suspend, disbelief: Parliament and Brexit","Boris Johnson, Britain’s prime minister, sparked widespread outrage by suspending Parliament in the run-up to Brexit. What recourse do lawmakers still have? Taiwan’s deal to buy American fighter jets reveals wide political support for tooling up against Chinese aggression. And, the exceptional efforts to save New Zealand’s chubby parrot, the kakapo.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 29 Aug 2019 10:00:03 GMT","['https://play.acast.com/s/theintelligencepodcast/suspend-disbelief-parliamentandbrexit', 'https://media.acast.com/theintelligencepodcast/suspend-disbelief-parliamentandbrexit/media.mp3']"
Ex-Seoul-mate: Japan-South Korea spat escalates,"Century-old discord is never far from the surface for the two countries, but the latest flare-up risks disrupting stability in the region. We estimate how much the grounded Boeing 737 MAX plane is costing airlines, suppliers and the planemaker itself: about $4bn a quarter. In other no-fly news, Greta Thunberg, a Swedish climate activist, arrives in New York by boat. We examine data showing that she’s not the only Scandinavian with “flight shame”.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 28 Aug 2019 09:59:05 GMT","['https://play.acast.com/s/theintelligencepodcast/ex-seoul-mate-japan-southkoreaspatescalates', 'https://media.acast.com/theintelligencepodcast/ex-seoul-mate-japan-southkoreaspatescalates/media.mp3']"
Emmanuel transmission: outcomes of the G7,"The weekend summit hosted by France’s President Emmanuel Macron resulted in few concrete actions; mostly the diplomatic dance was intended to keep President Donald Trump on side. Such meetings may not always go smoothly, but they’re still worth having. We ask why Uzbekistan is at last closing Jaslyk, its notorious gulag. And, the emerging science of investigating planets in other solar systems.&nbsp;


Additional sounds by Soundsnap.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 27 Aug 2019 10:05:06 GMT","['https://play.acast.com/s/theintelligencepodcast/emmanueltransmission-outcomesoftheg7', 'https://media.acast.com/theintelligencepodcast/emmanueltransmission-outcomesoftheg7/media.mp3']"
A friend of mines: Asia’s coal habit,"The region accounts for three-quarters of the world’s coal consumption—even as giants such as China and India consider its environmental effects and opportunities in renewables. For a while, international aid and attention were showered on Liberia; now they’re gone, things aren’t going well. And, a look at cruise lines’ new wheeze in the Caribbean: real travel it ain’t.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 26 Aug 2019 09:30:10 GMT","['https://play.acast.com/s/theintelligencepodcast/afriendofmines-asia-scoalhabit', 'https://media.acast.com/theintelligencepodcast/afriendofmines-asia-scoalhabit/media.mp3']"
Fight or flight: Cathay Pacific,"China’s central government has made an example of the huge, Hong Kong-based carrier. Will the ploy work to quell protests in the territory, or just further rattle the nerves of its international firms? We examine the spectacular rise of Pentecostalism in Ethiopia, and its effects on the country’s politics. And, the plight of the puffin in the Faroe Islands.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 23 Aug 2019 09:59:11 GMT","['https://play.acast.com/s/theintelligencepodcast/fightorflight-cathaypacific', 'https://media.acast.com/theintelligencepodcast/fightorflight-cathaypacific/media.mp3']"
Pull out all the backstops: Boris Johnson in Europe,"Britain’s prime minister is on the continent ahead of this weekend’s G7 meeting. We ask whether he’ll be able to ditch the Irish “backstop” that has become Brexit’s stickiest sticking point. We take a look at FedEx, its old-school disrupter founder and how it is itself being disrupted in the age of Amazon. And, economists tease out the long-suspected link between marijuana and the munchies.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 22 Aug 2019 10:00:24 GMT","['https://play.acast.com/s/theintelligencepodcast/pulloutallthebackstops-borisjohnsonineurope', 'https://media.acast.com/theintelligencepodcast/pulloutallthebackstops-borisjohnsonineurope/media.mp3']"
League of its own? Italian politics,"Deputy Prime Minister Matteo Salvini has pulled the rug from under the country’s government, betting that his charismatic right-wingery might win him more-complete rule. Will it work? We take a look at Latin America’s state energy giants—and find the shared ills of mismanagement, politicisation and sticky fingers. And, a curious film-making boom in Siberia.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 21 Aug 2019 09:55:01 GMT","['https://play.acast.com/s/theintelligencepodcast/leagueofitsown-italianpolitics', 'https://media.acast.com/theintelligencepodcast/leagueofitsown-italianpolitics/media.mp3']"
Power rationing: Sudan in transition,"After months of unceasing protests, military leaders have struck a deal to share power with civilians, while Omar al-Bashir, the country’s deposed dictator, is in court. But can Sudan break out of its cycle of violence? We examine the curious notion that the shapes of parliamentary chambers shape the debates within them. And, politics meets choral music at Estonia’s Laulupidu festival.


Additional audio of the International Criminal Court courtesy of ICC-CPI.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 20 Aug 2019 10:05:18 GMT","['https://play.acast.com/s/theintelligencepodcast/powerrationing-sudanintransition', 'https://media.acast.com/theintelligencepodcast/powerrationing-sudanintransition/media.mp3']"
Scarcely surviving: Zimbabwe,"Electricity, food, water: everything is in short supply in the country, including faith in the government’s ability to recover from Robert Mugabe’s kleptocracy. China produced a record 8.3m university graduates this year; we take a look at the changing labour market they’re entering. And, experiments in the Netherlands to house the young with the old are going remarkably well, in part because both parties benefit.&nbsp;  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 19 Aug 2019 09:57:32 GMT","['https://play.acast.com/s/theintelligencepodcast/scarcelysurviving-zimbabwe', 'https://media.acast.com/theintelligencepodcast/scarcelysurviving-zimbabwe/media.mp3']"
Yield signs: the global economy,"Investors are piling into safe assets as markets whipsaw: what’s driving the global economy these days is anxiety. Is all the worry justified? Nestled among the conflicts and suffering in the Democratic Republic of Congo is a vast national park that is trying to make the most of its stunning natural beauty. And, why are some languages so damnably hard to learn? Additional audio by ‘sctang’ from Freesound.org.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 16 Aug 2019 10:00:25 GMT","['https://play.acast.com/s/theintelligencepodcast/yieldsigns-theglobaleconomy', 'https://media.acast.com/theintelligencepodcast/yieldsigns-theglobaleconomy/media.mp3']"
Poll reposition: Macri fights back,"President Mauricio Macri’s thumping presidential-primary loss in Argentina left the markets fearing a left-wing resurgence. To win over voters, he’s announced a relaxation of some austerity measures. Will it be enough? In the Arctic, wildfires are rampant—and they’ll amplify the very temperature rises that caused them. And, a look at the unlikely rise of Gulf-state book fairs.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 15 Aug 2019 09:56:09 GMT","['https://play.acast.com/s/theintelligencepodcast/pollreposition-macrifightsback', 'https://media.acast.com/theintelligencepodcast/pollreposition-macrifightsback/media.mp3']"
Let’s not make a deal:  Brexit,"Talk grows ever-louder of Britain exiting the European Union without a divorce agreement. Most parliamentarians would rather avoid that—but can they do anything to stop it? We join a Ukrainian military exercise as the country seeks to beef up defences that were nearly wiped out by Russia’s annexation of Crimea. And, China’s tech companies train their sights on the tech-savvy elderly. Additional audio: ""English Dawn Chorus, Rural, late spring"" by odilonmarcenaro at Freesound.org and “Puzzle Pieces” by Lee Rosevere.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 14 Aug 2019 09:34:37 GMT","['https://www.economist.com/podcasts/2019/08/14/he-thinks-that-going-for-no-deal-is-the-best-way-to-win-an-election-boris-johnsons-brexit-plans', 'https://media.acast.com/theintelligencepodcast/let-snotmakeadeal-brexit/media.mp3']"
Sex cells: the modern fertility business,"Companies are rushing to fill new niches for would-be parents: in vitro fertilisation extras, swish egg-harvesting “studios” and apps to track reproductive health. But some companies promise more than science can deliver. The worrying flare-up of piracy off west Africa presents new challenges and unmitigated risks to sailors. And, lessons learned from a shooting simulator for police.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 13 Aug 2019 09:52:29 GMT","['https://play.acast.com/s/theintelligencepodcast/sexcells-themodernfertilitybusiness', 'https://media.acast.com/theintelligencepodcast/sexcells-themodernfertilitybusiness/media.mp3']"
Raid in Aden: Yemen’s fragmented conflict,"Over the weekend, armed rebels overran Aden, the seat of Yemen’s internationally recognised government. They had defected from a loose, Saudi-backed coalition that looks increasingly shaky. The gaming business is huge, but isn’t yet part of the streaming revolution seen in films and music; who will become the Netflix of gaming? And, an update to a 1970s book on sexuality reveals much about modern female desire, and how it’s perceived.


Additional music by Rymdkraft and Kuesa.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 12 Aug 2019 10:03:53 GMT","['https://play.acast.com/s/theintelligencepodcast/raidinaden-yemen-sfragmentedconflict', 'https://media.acast.com/theintelligencepodcast/raidinaden-yemen-sfragmentedconflict/media.mp3']"
Withdrawal symptoms: America-Taliban talks,"America’s envoy claimed “excellent progress” in negotiations ahead of the country’s planned exit from Afghanistan. But stickier talks await, between the Islamist militia and the Afghan government. A promising new vaccine may at last tackle typhoid fever, which claims 160,000 lives every year. And, we travel to Scotland and hop on the world’s shortest scheduled flight.&nbsp;  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 09 Aug 2019 09:34:11 GMT","['https://play.acast.com/s/theintelligencepodcast/untitledepisode-ef89510b', 'https://media.acast.com/theintelligencepodcast/untitledepisode-ef89510b/media.mp3']"
Clear-cut risks: the Amazon degrades,"Deforestation is on the rise and Brazil’s government is all but encouraging it. Beyond a certain threshold, the world’s largest rainforest will dry out into a savanna—with dire consequences. We ask why Malaysia’s reformist coalition isn’t doing much reforming of the country’s illiberal laws. And, Norway’s growing scourge of fish-smuggling.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 08 Aug 2019 09:56:45 GMT","['https://play.acast.com/s/theintelligencepodcast/untitledepisode-0549316a', 'https://media.acast.com/theintelligencepodcast/untitledepisode-0549316a/media.mp3']"
State of alarm: India moves on Kashmir,"Prime Minister Narendra Modi’s government has gutted the autonomy of the restive and disputed Jammu & Kashmir. India’s only majority-Muslim state is locked down and fearful of a vast demographic reshuffle. We meet the deep-sea divers of the oil industry, finding that their work is as dangerous as it is dependent on oil prices. And, what is a “deepfake”, how are they made and what risks do they pose?  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 07 Aug 2019 09:59:21 GMT","['https://play.acast.com/s/theintelligencepodcast/untitledepisode', 'https://media.acast.com/theintelligencepodcast/untitledepisode/media.mp3']"
PLA a part? Hong Kong’s growing unrest,"China’s central government held another press conference to address increasingly chaotic unrest in Hong Kong. A close listen reveals language that may be presaging a military intervention. There’s much to be said for employee share ownership—but a push from left-leaning politicians to mandate its availability is creating controversy. And, the dirty secret behind the exorbitant costs of music-gig tickets.


Additional audio courtesy of cgeffex from Freesound.org.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 06 Aug 2019 10:00:00 GMT","['https://play.acast.com/s/theintelligencepodcast/plaapart-hongkong-sgrowingunrest', 'https://media.acast.com/theintelligencepodcast/plaapart-hongkong-sgrowingunrest/media.mp3']"
Sticking to their guns: violence in America,"Two mass shootings over the weekend add to the unrelenting stream of gun violence in America. We look at the political and social forces that ensure it will continue. The collapse of Venezuela’s infrastructure has left its people desperate for medical care. We meet some of the women crossing into Colombia to seek help. And, the politics behind the ever-shifting travel advice dispensed in the Middle East.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 05 Aug 2019 10:05:01 GMT","['https://play.acast.com/s/theintelligencepodcast/stickingtotheirguns-violenceinamerica', 'https://media.acast.com/theintelligencepodcast/stickingtotheirguns-violenceinamerica/media.mp3']"
A farewell to arms control: the INF treaty dies,"As America abandons the Intermediate-range Nuclear Forces treaty we examine the future of arms control. New weapons abound and new countries are using them, but new treaties will be hard to come by. With Baltimore in the news as President Donald Trump’s latest point of provocation, we ask how the city’s crime rates got so high, and what can be done. And, the surprising rise of rosé wine in France.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 02 Aug 2019 09:45:19 GMT","['https://play.acast.com/s/theintelligencepodcast/afarewelltoarmscontrol-theinftreatydies', 'https://media.acast.com/theintelligencepodcast/afarewelltoarmscontrol-theinftreatydies/media.mp3']"
"Disbelief, dysfunction, disaster: Congo’s Ebola outbreak","As aid workers battle the second-worst outbreak in history, they face violence and disbelief. A history of conflict, suspicion of the rich world and wild conspiracy theories make fighting a difficult battle far harder. Architects are tackling the dark, loud, violent nature of jails to make them more about rehabilitation than retribution. And, the increasingly absurd language of job adverts.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 01 Aug 2019 09:57:19 GMT","['https://play.acast.com/s/theintelligencepodcast/disbelief-dysfunction-disaster-congo-sebolaoutbreak', 'https://media.acast.com/theintelligencepodcast/disbelief-dysfunction-disaster-congo-sebolaoutbreak/media.mp3']"
Apply liberally: Trudeau’s re-election bid,"Canada’s prime minister may not have an easy campaign ahead; we sit down with Justin Trudeau to discuss his tenure so far. The country’s role as a liberal bastion seems safe, for now. Bayer is now reckoning with the problems presented by its latest acquisition, Monsanto—and it may emerge stronger. And, we meet a Mongolian band on a heavy-metal mission. Track “Remember Your Thunder” courtesy of SnakeBiteSmile  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 31 Jul 2019 09:56:26 GMT","['https://play.acast.com/s/theintelligencepodcast/applyliberally-trudeau-sre-electionbid', 'https://media.acast.com/theintelligencepodcast/applyliberally-trudeau-sre-electionbid/media.mp3']"
Primary culler: Democrats’ second debates,"The fields of American presidential candidates just keep getting bigger, and party rules incentivise extreme views and dark-horse entrants. That might not be what’s best for either party. The fast-shipping arms race sparked by Amazon is radically reshaping how stuff gets around the world. And, on a visit to Shanghai’s flagship Lego store, we ask what makes the bricks so popular in China.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 30 Jul 2019 09:52:44 GMT","['https://play.acast.com/s/theintelligencepodcast/primaryculler-democrats-seconddebates', 'https://media.acast.com/theintelligencepodcast/primaryculler-democrats-seconddebates/media.mp3']"
"One country, one system: Hong Kong’s protests","Authorities in Beijing held a rare press conference addressing unrest in Hong Kong. That gives lie to the region’s “one country, two systems” governance; fears of a vicious crackdown are growing. Beneath what might seem to be advancements of women’s rights in Saudi Arabia is a mess of contradictions. And, why youngsters are turning away from Facebook—but toward the social-media giant’s other platforms.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 29 Jul 2019 09:59:08 GMT","['https://play.acast.com/s/theintelligencepodcast/onecountry-onesystem-hongkong-sprotests', 'https://media.acast.com/theintelligencepodcast/onecountry-onesystem-hongkong-sprotests/media.mp3']"
A plight in Tunisia: the president passes,"Beji Caid Essebsi promised to fix the economy, re-establish security and consolidate Tunisia’s democracy—but all of that remains unresolved as the country begins its search for a new leader. Pet ownership is surging around the world, as are ways to pamper pets. Who owns whom here? And, homeopathy gets diluted as France removes its state subsidy for the pseudoscience.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 26 Jul 2019 09:59:59 GMT","['https://play.acast.com/s/theintelligencepodcast/aplightintunisia-thepresidentpasses', 'https://media.acast.com/theintelligencepodcast/aplightintunisia-thepresidentpasses/media.mp3']"
Nothing new to report: Robert Mueller testifies,"As promised, the special counsel revealed no more than appeared in his report into Russian election-meddling and obstruction of justice. The story hasn’t moved on, but Democrats would be wise to. Economists are returning to an old idea: that cultural forces should figure into their theories. And, a look at the blindingly fast hands—and feet, and robots—of Rubik’s Cube competitions.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 25 Jul 2019 10:00:00 GMT","['https://play.acast.com/s/theintelligencepodcast/nothingnewtoreport-robertmuellertestifies', 'https://media.acast.com/theintelligencepodcast/nothingnewtoreport-robertmuellertestifies/media.mp3']"
Ricky situation: Puerto Rico’s protests,"Rolling protests have rocked the island after leaked texts revealed the governor’s insults. But Puerto Rico’s problems are far greater than almost 900 pages of tasteless jokes. We consider the merits of challenging Latin America’s amnesties; justice might be served, but unearthing the past comes with its own perils. And, why women are so well represented among eastern Europe’s scientists.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 24 Jul 2019 09:53:10 GMT","['https://play.acast.com/s/theintelligencepodcast/rickysituation-puertorico-sprotests', 'https://media.acast.com/theintelligencepodcast/rickysituation-puertorico-sprotests/media.mp3']"
